year,Country,Points,language,ISO,gov_right1,gov_cent1,gov_left1,Youth,CultureGoodsExport,exp_percent_gdp,gdp_per_capita,agri_percent_gdp,ind_percent_gdp,manu_percent_gdp,serv_percent_gdp,pillar_ind,politicalattitude,youth_inrate,culturegoodsexp_inrate,points_grid,
1994,1994f,Iceland,49,Germanic,IC,52.91,0,47.09,,,35.23647694,24019,,,,,NA,0,NA,NA,2
1995,1995f,Iceland,31,Germanic,IC,51.7,34.66,13.64,,,34.99902717,26634,8.787497877,21.91605861,12.22481162,51.26395009,3,0,NA,NA,1
1996,1996f,Iceland,51,Germanic,IC,50,50,0,,,35.79892333,27615,8.580028765,21.31528665,12.1708124,51.71040624,3,0,NA,NA,2
1997,1997f,Iceland,18,Germanic,IC,50,50,0,,,35.53424362,27919,8.04596029,25.6154931,14.09339728,52.78697868,3,0,NA,NA,0
1999,1999f,Iceland,146,Germanic,IC,50,50,0,,,32.4569602,32382,7.629669263,22.93694404,11.97280258,55.54315597,3,0,NA,NA,3
2000,2000f,Iceland,45,Germanic,IC,50,50,0,,,32.12990635,32096,7.003820945,23.06832032,11.67155752,56.90133023,3,0,NA,NA,1
2001,2001f,Iceland,3,Germanic,IC,50,50,0,,,36.94081098,28897,7.482601239,24.66294283,13.42423891,56.80129648,3,0,NA,NA,0
2003,2003f,Iceland,81,Germanic,IC,50,50,0,,,32.62214303,39477,6.444778036,21.41921104,11.06349531,60.23871771,3,0,NA,NA,2
2004,2004f,Iceland,16,Germanic,IC,52.46,47.54,0,,,32.40997895,47335,5.316503668,21.80771403,10.59358426,60.18602579,3,0,NA,NA,0
2005,2005sf,Iceland,52,Germanic,IC,58.33,41.67,0,,,30.3583868,56795,4.751434902,20.88759999,8.755198458,60.4697,3,0,NA,NA,1
2006,2006sf,Iceland,62,Germanic,IC,53.77,46.23,0,,,30.40556197,57493,4.778219125,22.2440977,9.131339714,58.94628486,3,0,NA,NA,1
2007,2007sf,Iceland,77,Germanic,IC,50,19.59,30.41,,,32.84010136,69496,4.159374756,20.13598753,7.914447268,62.71254736,3,0,NA,NA,2
2008,2008f,Iceland,64,Germanic,IC,50,0,50,,,40.3004024,56943,4.796494867,23.00532433,10.98818332,61.47821669,3,0,NA,NA,1
2008,2008sf2,Iceland,68,Germanic,IC,50,0,50,,,40.3004024,56943,4.796494867,23.00532433,10.98818332,61.47821669,3,0,NA,NA,2
2009,2009f,Iceland,218,Germanic,IC,4.25,0,79.61,,,48.71980508,41301,5.659819161,19.6829301,11.00111437,65.15401277,3,2,NA,NA,3
2009,2009sf1,Iceland,174,Germanic,IC,4.25,0,79.61,,,48.71980508,41301,5.659819161,19.6829301,11.00111437,65.15401277,3,2,NA,NA,3
2010,2010f,Iceland,41,Germanic,IC,0,0,88.86,,,51.74623384,43237,6.292607936,22.04879569,12.97084249,61.88539565,3,2,NA,NA,0
2010,2010sf1,Iceland,123,Germanic,IC,0,0,88.86,,,51.74623384,43237,6.292607936,22.04879569,12.97084249,61.88539565,3,2,NA,NA,3
2011,2011f,Iceland,61,Germanic,IC,0,0,100,,,54.54553626,47715,6.600426614,22.36585365,13.21706896,61.09301741,3,2,NA,NA,1
2011,2011sf1,Iceland,100,Germanic,IC,0,0,100,,,54.54553626,47715,6.600426614,22.36585365,13.21706896,61.09301741,3,2,NA,NA,2
2012,2012f,Iceland,46,Germanic,IC,0,0,100,,,54.92605472,45996,6.5610505,21.09271709,11.73561763,62.01159835,3,2,NA,NA,1
2012,2012sf1,Iceland,75,Germanic,IC,0,0,100,,,54.92605472,45996,6.5610505,21.09271709,11.73561763,62.01159835,3,2,NA,NA,2
2013,2013f,Iceland,47,Germanic,IC,33.94,27.15,38.9,,,53.24775151,49805,5.855934692,21.14002897,11.67766186,62.91458283,3,2,NA,NA,1
2013,2013sf2,Iceland,72,Germanic,IC,33.94,27.15,38.9,,,53.24775151,49805,5.855934692,21.14002897,11.67766186,62.91458283,3,2,NA,NA,2
2014,2014f,Iceland,58,Germanic,IC,55.54,44.46,0,,,51.51909795,54577,5.277768299,20.79145227,11.46122241,63.76770643,3,0,NA,NA,1
2014,2014sf1,Iceland,61,Germanic,IC,55.54,44.46,0,,,51.51909795,54577,5.277768299,20.79145227,11.46122241,63.76770643,3,0,NA,NA,1
2015,2015sf2,Iceland,14,Germanic,IC,50,50,0,,,51.65172145,52952,5.31069137,20.23634735,10.69672795,64.36635205,3,0,NA,NA,0
2016,2016sf1,Iceland,51,Germanic,IC,50,50,0,,,47.48403629,61988,4.581112806,19.58207278,9.314282206,65.52500286,3,0,NA,NA,0
2017,2017sf1,Iceland,60,Germanic,IC,93.85,3.76,2.39,,,45.73224001,72010,3.782246457,19.51523979,8.893981511,65.60516652,3,0,NA,NA,0
2018,2018sf1,Iceland,15,Germanic,IC,45.45,27.27,27.27,,,46.71483876,74348,3.901265804,19.60583877,8.567329124,65.7016811,3,0,NA,NA,0
2019,2019f,Iceland,231,Germanic,IC,45.45,27.27,27.27,,,44.35768426,68883,4.409501358,19.79972714,8.597281513,65.89948829,3,0,NA,NA,3
2019,2019sf1,Iceland,218,Germanic,IC,45.45,27.27,27.27,,,44.35768426,68883,4.409501358,19.79972714,8.597281513,65.89948829,3,0,NA,NA,2
1993,1993f,Bosnia and Herzegovina,27,Balto-Slavic,,,,,,,,,,,,,NA,NA,NA,NA,1
1994,1994f,Bosnia and Herzegovina,39,Balto-Slavic,,,,,,,15.44828942,319,35.85332285,25.85528903,11.50560362,38.29138812,3,NA,NA,NA,1
1995,1995f,Bosnia and Herzegovina,14,Balto-Slavic,,,,,,,20.41173902,487,20.69999851,25.69999907,11.43649852,53.60000242,3,NA,NA,NA,0
1996,1996f,Bosnia and Herzegovina,13,Balto-Slavic,,,,,,,23.61770625,740,20.70000031,25.69999912,11.43649964,35.7000015,3,NA,NA,NA,0
1997,1997f,Bosnia and Herzegovina,22,Balto-Slavic,,,,,,,27.8336349,983,17.51804573,25.21762374,11.22184186,39.36432995,3,NA,NA,NA,1
1999,1999f,Bosnia and Herzegovina,86,Balto-Slavic,,,,,,,27.64394678,1252,13.26299203,24.3568469,10.7000739,44.48688982,3,NA,NA,NA,2
2001,2001f,Bosnia and Herzegovina,29,Balto-Slavic,,,,,,,28.39251174,1531,8.867656188,19.06636689,8.543605253,54.46943096,3,NA,NA,NA,1
2002,2002f,Bosnia and Herzegovina,33,Balto-Slavic,,,,,,,24.34785182,1769,8.274292743,17.78097822,8.407271543,55.95649374,3,NA,NA,NA,2
2003,2003f,Bosnia and Herzegovina,27,Balto-Slavic,,,,,,,30.28986625,2225,7.341323681,19.16008962,8.688514305,55.40077215,3,NA,NA,NA,1
2004,2004f,Bosnia and Herzegovina,91,Balto-Slavic,,,,,,,27.81109309,2815,8.869999827,20.53999982,9.380000292,55.15999977,3,NA,NA,NA,2
2004,2004sf,Bosnia and Herzegovina,133,Balto-Slavic,,,,,,,27.81109309,2815,8.869999827,20.53999982,9.380000292,55.15999977,3,NA,NA,NA,2
2005,2005f,Bosnia and Herzegovina,79,Balto-Slavic,,,,,,,31.63112051,2981,8.297370379,21.43284047,9.942766538,54.63792508,3,NA,NA,NA,1
2006,2006f,Bosnia and Herzegovina,229,Balto-Slavic,,,,,,,35.02181135,3417,8.054288694,21.03008319,10.01778662,52.5945302,3,NA,NA,NA,3
2006,2006sf,Bosnia and Herzegovina,267,Balto-Slavic,,,,,,,35.02181135,3417,8.054288694,21.03008319,10.01778662,52.5945302,3,NA,NA,NA,3
2007,2007f,Bosnia and Herzegovina,106,Balto-Slavic,,,,,,,27.10155319,4193,7.704953273,21.77244412,10.81107523,52.54003052,3,NA,NA,NA,2
2008,2008f,Bosnia and Herzegovina,110,Balto-Slavic,,,,,,,26.84806772,5091,7.20726994,23.2014085,11.01227971,53.65131843,3,NA,NA,NA,2
2008,2008sf1,Bosnia and Herzegovina,72,Balto-Slavic,,,,,,,26.84806772,5091,7.20726994,23.2014085,11.01227971,53.65131843,3,NA,NA,NA,2
2009,2009f,Bosnia and Herzegovina,106,Balto-Slavic,,,,,,,25.00937959,4715,7.076599733,22.90764529,10.4775406,55.64013901,3,NA,NA,NA,3
2009,2009sf1,Bosnia and Herzegovina,125,Balto-Slavic,,,,,,,25.00937959,4715,7.076599733,22.90764529,10.4775406,55.64013901,3,NA,NA,NA,3
2010,2010f,Bosnia and Herzegovina,51,Balto-Slavic,,,,,,,29.69554093,4636,6.796760081,22.45400573,10.88480629,55.50866584,3,NA,NA,NA,1
2010,2010sf1,Bosnia and Herzegovina,59,Balto-Slavic,,,,,,,29.69554093,4636,6.796760081,22.45400573,10.88480629,55.50866584,3,NA,NA,NA,1
2011,2011f,Bosnia and Herzegovina,125,Balto-Slavic,,,,,,,32.03597295,5093,6.757745777,22.19325933,10.91601311,55.81473358,3,NA,NA,NA,3
2011,2011sf2,Bosnia and Herzegovina,109,Balto-Slavic,,,,,,,32.03597295,5093,6.757745777,22.19325933,10.91601311,55.81473358,3,NA,NA,NA,3
2012,2012f,Bosnia and Herzegovina,55,Balto-Slavic,,,,,,,32.35054272,4779,6.13767227,21.62319989,10.54511147,56.7861636,3,NA,NA,NA,1
2012,2012sf2,Bosnia and Herzegovina,77,Balto-Slavic,,,,,,,32.35054272,4779,6.13767227,21.62319989,10.54511147,56.7861636,3,NA,NA,NA,2
2016,2016sf1,Bosnia and Herzegovina,104,Balto-Slavic,,,,,,,36.34176641,4995,6.369381022,23.2461479,12.36923522,55.4138045,3,NA,NA,NA,1
1993,1993f,Croatia,31,Balto-Slavic,HR,,,,,,,,,,,,NA,NA,NA,NA,1
1994,1994f,Croatia,27,Balto-Slavic,HR,,,,,,,,,,,,NA,NA,NA,NA,1
1995,1995f,Croatia,91,Balto-Slavic,HR,,,,,,27.43193391,4878,5.67744332,26.64428108,18.44534816,50.19830604,3,NA,NA,NA,3
1996,1996f,Croatia,98,Balto-Slavic,HR,,,,,,30.51270636,5233,5.630095463,25.63261692,16.57049672,52.30166432,3,NA,NA,NA,3
1997,1997f,Croatia,24,Balto-Slavic,HR,,,,,,31.25700218,5263,5.277512197,26.74542936,16.92614254,51.89969476,3,NA,NA,NA,1
1998,1998f,Croatia,131,Balto-Slavic,HR,,,,,,29.33519651,5640,5.353878191,25.08526932,16.08995603,52.12041245,3,NA,NA,NA,3
1999,1999f,Croatia,118,Balto-Slavic,HR,,,,,,30.3662701,5198,5.443702923,24.20288569,16.08158051,53.43982716,3,NA,NA,NA,3
2000,2000f,Croatia,70,Balto-Slavic,HR,37.5,12.5,45.83,,,35.30636869,4842,5.008805412,24.39878428,16.81259603,53.18986179,3,2,NA,NA,2
2001,2001f,Croatia,42,Balto-Slavic,HR,36.87,12.5,46.92,,,37.43864597,5362,5.007768113,24.00910921,16.50216148,53.88426704,3,2,NA,NA,2
2002,2002f,Croatia,44,Balto-Slavic,HR,30.42,14.27,55.31,,,36.2125232,6233,4.891130031,23.41624108,15.37259615,54.41336544,3,2,NA,NA,2
2003,2003f,Croatia,29,Balto-Slavic,HR,20.48,18.39,60.96,,,35.89145867,8059,3.973469724,23.96639929,14.9810081,55.45704697,3,2,NA,NA,1
2004,2004f,Croatia,50,Balto-Slavic,HR,6.67,86.67,0,,0.21,36.904591,9661,4.460894542,25.00221972,15.15825885,54.57686742,3,1,NA,NA,1
2004,2004sf,Croatia,72,Balto-Slavic,HR,6.67,86.67,0,,0.21,36.904591,9661,4.460894542,25.00221972,15.15825885,54.57686742,3,1,NA,NA,2
2005,2005f,Croatia,115,Balto-Slavic,HR,6.67,86.67,0,,0.21,36.73670083,10528,3.904469121,24.43051663,14.42455647,55.78633271,3,1,NA,0.030938945,2
2005,2005sf,Croatia,169,Balto-Slavic,HR,6.67,86.67,0,,0.21,36.73670083,10528,3.904469121,24.43051663,14.42455647,55.78633271,3,1,NA,0.030938945,3
2006,2006f,Croatia,56,Balto-Slavic,HR,0.73,92.6,0,,0.2,37.92678149,11696,4.021122451,24.09164707,13.91689418,55.8592266,3,1,NA,0.011316976,1
2007,2007sf,Croatia,54,Balto-Slavic,HR,0,93.33,0,,0.18,37.88897449,13937,3.732726267,23.67955534,13.99911693,57.05577045,3,1,NA,0.012613605,1
2008,2008f,Croatia,44,Balto-Slavic,HR,5.39,86.5,0,4311967,0.14,36.41438305,16297,3.927193377,23.60136078,13.61468019,56.9821306,3,1,NA,0.013610574,1
2008,2008sf2,Croatia,112,Balto-Slavic,HR,5.39,86.5,0,4311967,0.14,36.41438305,16297,3.927193377,23.60136078,13.61468019,56.9821306,3,1,NA,0.013610574,3
2009,2009f,Croatia,45,Balto-Slavic,HR,5.28,78.87,0,4309796,0.16,32.66351232,14541,4.042744585,23.5673991,13.37982842,57.8020957,3,1,-0.000503483,0.013145304,1
2009,2009sf2,Croatia,33,Balto-Slavic,HR,5.28,78.87,0,4309796,0.16,32.66351232,14541,4.042744585,23.5673991,13.37982842,57.8020957,3,1,-0.000503483,0.013145304,1
2010,2010sf2,Croatia,33,Balto-Slavic,HR,5.16,81.75,0,4302847,0.13,36.10839519,13949,3.698754403,22.23398967,13.09176476,58.89909896,3,1,-0.001612373,0.012893306,0
2011,2011sf1,Croatia,41,Balto-Slavic,HR,0.56,82.13,1.68,4289857,0.13,38.75511723,14610,3.682966296,22.419978,13.74566325,59.22425472,3,1,-0.003018931,0.01223146,0
2012,2012sf2,Croatia,42,Balto-Slavic,HR,22.73,0,68.18,4275984,0.15,39.47563956,13258,3.338363441,22.01730833,13.69381898,58.79636534,3,2,-0.003233907,0.0117382,1
2013,2013sf1,Croatia,38,Balto-Slavic,HR,23.27,0,67.42,4262140,0.16,40.33186879,13674,3.503151488,21.43382123,12.78576927,58.3911596,3,2,-0.003237617,0.010750241,1
2016,2016f,Croatia,73,Balto-Slavic,HR,21.04,52.11,3.55,4190669,0.32,47.62382203,12361,3.110000745,21.27769331,13.07688067,58.46541153,3,1,-0.016768806,0.008981057,1
2016,2016sf1,Croatia,133,Balto-Slavic,HR,21.04,52.11,3.55,4190669,0.32,47.62382203,12361,3.110000745,21.27769331,13.07688067,58.46541153,3,1,-0.016768806,0.008981057,1
2017,2017f,Croatia,128,Balto-Slavic,HR,10.98,77.42,0,4154213,0.26,49.8794213,13452,2.931888891,20.9259008,12.93411326,58.78150972,3,1,-0.008699327,0.008423043,2
2017,2017sf2,Croatia,141,Balto-Slavic,HR,10.98,77.42,0,4154213,0.26,49.8794213,13452,2.931888891,20.9259008,12.93411326,58.78150972,3,1,-0.008699327,0.008423043,2
2018,2018sf1,Croatia,63,Balto-Slavic,HR,4.76,85.71,0,4105493,0.19,50.20114906,15014,2.997068417,20.50264514,12.48947228,58.67464744,3,1,-0.011727853,,0
2019,2019sf2,Croatia,59,Balto-Slavic,HR,4.76,85.71,0,4076246,0.18,51.96107346,14944,2.920006027,20.26115585,11.99679081,58.75871918,3,1,-0.00712387,,0
1993,1993f,Slovenia,9,Balto-Slavic,SL,43.75,25,31.25,,,,,,,,,NA,0,NA,NA,0
1995,1995f,Slovenia,84,Balto-Slavic,SL,50,18.75,25,,,45.4376795,10730,4.029766656,29.60813612,21.57388496,52.2404058,3,0,NA,NA,2
1996,1996f,Slovenia,16,Balto-Slavic,SL,50,31.86,2.53,,,46.13090086,10815,3.753266676,30.06708907,21.74272687,52.25603911,3,0,NA,NA,0
1997,1997f,Slovenia,60,Balto-Slavic,SL,43.34,5.21,44.41,,,47.56180577,10455,3.75289153,30.82797993,22.23682367,52.52685084,3,2,NA,NA,2
1998,1998f,Slovenia,17,Balto-Slavic,SL,42.11,0,52.63,,,47.49614507,11176,3.579359719,31.18167237,22.27039257,51.95832819,3,2,NA,NA,1
1999,1999f,Slovenia,50,Balto-Slavic,SL,42.11,0,52.63,,,44.10613595,11453,2.992258767,31.01608938,22.0039201,52.27556129,3,2,NA,NA,2
2001,2001f,Slovenia,70,Balto-Slavic,SL,62.5,0,37.5,,,51.74663422,10480,2.788071252,30.55059127,21.92983427,54.40513584,3,0,NA,NA,2
2002,2002f,Slovenia,33,Balto-Slavic,SL,56.74,0,37.63,,,52.32118747,11777,2.979202811,29.96705751,21.54101632,54.38825171,3,0,NA,NA,2
2003,2003f,Slovenia,7,Balto-Slavic,SL,58.82,0,41.18,,,51.0035945,14849,2.252069756,30.24665756,21.69442316,55.03036061,3,0,NA,NA,0
2004,2004sf,Slovenia,5,Balto-Slavic,SL,68.84,1.86,29.3,,,55.05478843,17233,2.429630838,30.25487121,21.43999377,55.04893571,3,0,NA,NA,0
2005,2005sf,Slovenia,69,Balto-Slavic,SL,47.16,23.49,29.36,,,59.81127078,18099,2.425202989,29.79048288,20.60883101,55.60835683,3,0,NA,NA,1
2006,2006sf,Slovenia,49,Balto-Slavic,SL,48,22.94,29.06,,,64.87021542,19673,2.119147676,30.12192019,20.47089989,55.61820255,3,0,NA,NA,1
2007,2007f,Slovenia,66,Balto-Slavic,SL,52.94,17.65,29.41,,,67.89907159,23788,2.048070199,30.65368865,20.37507795,54.91316567,3,0,NA,NA,1
2007,2007sf,Slovenia,140,Balto-Slavic,SL,52.94,17.65,29.41,,,67.89907159,23788,2.048070199,30.65368865,20.37507795,54.91316567,3,0,NA,NA,3
2008,2008sf1,Slovenia,36,Balto-Slavic,SL,50.55,15.67,33.78,,,66.31325282,27483,1.827913622,29.78825861,19.201582,55.93483078,3,0,NA,NA,1
2009,2009sf2,Slovenia,14,Balto-Slavic,SL,31.58,0,68.42,,,57.26428852,24694,1.815913186,27.37381874,17.12688871,58.31627795,3,2,NA,NA,0
2010,2010sf2,Slovenia,6,Balto-Slavic,SL,31.58,0,68.42,,,64.2748226,23510,1.893864051,26.50608877,17.47902295,58.75645547,3,2,NA,NA,0
2011,2011f,Slovenia,96,Balto-Slavic,SL,20.67,0,79.33,,,70.24714581,25095,2.142605668,26.80882794,18.21143714,58.11539296,3,2,NA,NA,2
2011,2011sf2,Slovenia,112,Balto-Slavic,SL,20.67,0,79.33,,,70.24714581,25095,2.142605668,26.80882794,18.21143714,58.11539296,3,2,NA,NA,3
2012,2012sf2,Slovenia,31,Balto-Slavic,SL,48.47,13.7,37.55,,,72.89158893,22643,1.963505529,27.39458938,18.73041142,57.46210163,3,0,NA,NA,0
2013,2013sf1,Slovenia,8,Balto-Slavic,SL,27.66,3.65,68.89,,,74.21647517,23497,1.971225204,27.48895447,19.15985954,56.97339189,3,2,NA,NA,0
2014,2014f,Slovenia,9,Balto-Slavic,SL,40.1,0,59.9,,,76.15174214,24215,2.017096535,28.13684658,19.62320694,56.28847488,3,2,NA,NA,0
2014,2014sf2,Slovenia,52,Balto-Slavic,SL,40.1,0,59.9,,,76.15174214,24215,2.017096535,28.13684658,19.62320694,56.28847488,3,2,NA,NA,1
2015,2015f,Slovenia,39,Balto-Slavic,SL,58.82,0,41.18,,,77.14867826,20882,2.096596213,28.02676657,19.93938327,56.33595153,3,0,NA,NA,1
2015,2015sf2,Slovenia,92,Balto-Slavic,SL,58.82,0,41.18,,,77.14867826,20882,2.096596213,28.02676657,19.93938327,56.33595153,3,0,NA,NA,2
2016,2016sf2,Slovenia,57,Balto-Slavic,SL,58.82,0,41.18,,,77.59816683,21664,1.98017136,27.96565862,20.16714694,56.66835554,3,0,NA,NA,0
2017,2017sf1,Slovenia,36,Balto-Slavic,SL,58.82,0,41.18,,,83.1274937,23455,1.819732271,28.36129976,20.58275814,56.71268302,3,0,NA,NA,0
2018,2018f,Slovenia,64,Balto-Slavic,SL,53.51,8.86,37.63,,,84.79561328,26103,2.243521207,28.28116151,20.30342244,56.57405808,3,0,NA,NA,0
2018,2018sf2,Slovenia,132,Balto-Slavic,SL,53.51,8.86,37.63,,,84.79561328,26103,2.243521207,28.28116151,20.30342244,56.57405808,3,0,NA,NA,1
2019,2019f,Slovenia,103,Balto-Slavic,SL,41.18,29.41,29.41,,,83.74321908,25941,2.005825235,28.88777655,20.62556281,56.60577183,3,0,NA,NA,2
2019,2019sf1,Slovenia,165,Balto-Slavic,SL,41.18,29.41,29.41,,,83.74321908,25941,2.005825235,28.88777655,20.62556281,56.60577183,3,0,NA,NA,2
1994,1994f,Estonia,2,Uralic,ES,50,0,21.43,,,,,,,,,NA,0,NA,NA,0
1996,1996f,Estonia,94,Uralic,ES,40,0,60,,,61.3542257,3377,4.133182314,26.59099931,16.33678169,57.25042736,3,2,NA,NA,3
1997,1997f,Estonia,82,Uralic,ES,8.22,0,74.76,,,70.47410702,3678,4.094065993,26.14489137,16.55616132,57.4682689,3,2,NA,NA,2
1998,1998f,Estonia,36,Uralic,ES,0,0,78.57,,,73.74043631,4088,5.059106519,25.27342422,14.86495534,58.75645703,3,2,NA,NA,2
1999,1999f,Estonia,90,Uralic,ES,51.51,0,43.62,,,69.80382932,4145,3.624913059,23.82196331,14.47465092,62.50998759,3,0,NA,NA,3
2000,2000f,Estonia,98,Uralic,ES,66.67,0,33.33,,,61.54632839,4076,3.879899168,24.84997024,15.44682702,60.60970838,3,0,NA,NA,3
2001,2001f,Estonia,198,Uralic,ES,66.67,0,33.33,,,61.20686758,4509,3.49139622,25.49976638,16.03847535,60.28056624,3,0,NA,NA,3
2002,2002f,Estonia,111,Uralic,ES,44.62,52.92,2.47,,,57.9206494,5345,3.551360629,25.47475272,15.66228519,59.98667746,3,1,NA,NA,3
2003,2003f,Estonia,14,Uralic,ES,84.5,15.5,0,,,57.14131877,7206,3.458923469,26.10305528,15.74107745,59.72900104,3,0,NA,NA,0
2004,2004sf,Estonia,57,Uralic,ES,100,0,0,,5.72,61.08695163,8913,3.619950001,25.43489112,14.92206615,59.56266417,3,0,NA,NA,2
2005,2005sf,Estonia,31,Uralic,ES,74.27,25.73,0,,5.04,65.47430486,10406,3.289288441,26.27608574,14.67581955,59.05054698,3,0,NA,0.030938945,0
2006,2006sf,Estonia,28,Uralic,ES,64.29,35.71,0,,4.21,63.3059922,12632,3.146287436,26.96425698,14.47717131,57.84193263,3,0,NA,0.011316976,0
2007,2007sf,Estonia,33,Uralic,ES,74.89,9.2,15.91,,3.87,62.60846334,16742,3.926160682,26.88666442,13.8721974,57.05702565,3,0,NA,0.012613605,0
2008,2008sf1,Estonia,8,Uralic,ES,78.57,0,21.43,45668939,3.37,66.31155998,18227,3.397303064,26.18740897,13.728241,59.60056823,3,0,NA,0.013610574,0
2009,2009f,Estonia,129,Uralic,ES,90.96,0,9.04,46239273,3.4,60.521956,14795,2.457266002,23.34294342,12.22092666,61.0686562,3,0,0.012488444,0.013145304,3
2009,2009sf2,Estonia,115,Uralic,ES,90.96,0,9.04,46239273,3.4,60.521956,14795,2.457266002,23.34294342,12.22092666,61.0686562,3,0,0.012488444,0.013145304,3
2010,2010sf1,Estonia,39,Uralic,ES,100,0,0,46486619,3.35,74.43336308,14784,3.145046094,24.20097195,13.6361358,60.25097475,3,0,0.005349262,0.012893306,0
2011,2011f,Estonia,44,Uralic,ES,100,0,0,46667174,3.42,85.82186062,17624,3.646643062,25.4901539,14.47703647,58.6669934,3,0,0.003884021,0.01223146,0
2011,2011sf2,Estonia,60,Uralic,ES,100,0,0,46667174,3.42,85.82186062,17624,3.646643062,25.4901539,14.47703647,58.6669934,3,0,0.003884021,0.01223146,1
2012,2012f,Estonia,120,Uralic,ES,100,0,0,46818219,3.6,85.56756436,17534,3.290840701,25.0787544,13.90461232,59.10922086,3,0,0.003236643,0.0117382,3
2012,2012sf2,Estonia,100,Uralic,ES,100,0,0,46818219,3.6,85.56756436,17534,3.290840701,25.0787544,13.90461232,59.10922086,3,0,0.003236643,0.0117382,3
2013,2013f,Estonia,19,Uralic,ES,100,0,0,46727890,3.71,84.02340476,19174,3.068218214,25.1866982,13.64646407,59.43687809,3,0,-0.001929356,0.010750241,0
2013,2013sf1,Estonia,52,Uralic,ES,100,0,0,46727890,3.71,84.02340476,19174,3.068218214,25.1866982,13.64646407,59.43687809,3,0,-0.001929356,0.010750241,1
2014,2014sf1,Estonia,36,Uralic,ES,67.01,0,32.99,46512199,3.91,81.33089759,20367,3.14360909,24.61089921,14.08949162,59.53113951,3,0,-0.004615894,0.008981057,1
2015,2015f,Estonia,106,Uralic,ES,65.9,0,31.01,46449565,3.43,76.87341316,17522,2.837301029,23.69006384,13.80499143,60.2850418,3,0,-0.001346614,0.008423043,3
2015,2015sf1,Estonia,105,Uralic,ES,65.9,0,31.01,46449565,3.43,76.87341316,17522,2.837301029,23.69006384,13.80499143,60.2850418,3,0,-0.001346614,0.008423043,3
2016,2016sf1,Estonia,24,Uralic,ES,64.43,0,27.38,46440099,4.37,76.36294446,18437,2.095917979,23.84624792,13.77026037,60.36875382,3,0,-0.000203791,,0
2017,2017sf2,Estonia,85,Uralic,ES,33.33,33.33,33.33,46528024,5.56,75.63910894,20408,2.374276902,23.61594229,13.38860231,60.77567338,3,0,0.001893299,,1
2018,2018f,Estonia,245,Uralic,ES,33.33,33.33,33.33,46658447,5.84,74.11886074,23159,1.9019714,23.66324828,13.28688136,61.43280951,3,0,0.002803106,,3
2018,2018sf1,Estonia,201,Uralic,ES,33.33,33.33,33.33,46658447,5.84,74.11886074,23159,1.9019714,23.66324828,13.28688136,61.43280951,3,0,0.002803106,,2
2019,2019f,Estonia,81,Uralic,ES,55.89,33.33,10.78,46937060,6.11,72.90882485,23718,2.49300424,22.03844875,12.79898431,62.4782378,3,0,0.00597133,,1
2019,2019sf1,Estonia,193,Uralic,ES,55.89,33.33,10.78,46937060,6.11,72.90882485,23718,2.49300424,22.03844875,12.79898431,62.4782378,3,0,0.00597133,,2
1994,1994f,Hungary,122,Uralic,HU,43.37,10.02,46.61,,,25.40072263,4173,,,,,NA,2,NA,NA,3
1995,1995f,Hungary,3,Uralic,HU,20.23,0,79.77,,,39.18848046,4495,7.178038555,25.80554077,18.18896757,51.70307187,3,2,NA,NA,0
1997,1997f,Hungary,39,Uralic,HU,20,0,80,,,47.90541917,4596,6.322284302,27.7903144,19.73487078,52.25102325,3,2,NA,NA,2
1998,1998f,Hungary,4,Uralic,HU,48.42,0,51.58,,,52.93018609,4744,6.036502791,28.09543363,19.97961661,52.14340612,3,2,NA,NA,0
2005,2005f,Hungary,97,Uralic,HU,22.22,0,77.78,,0.31,62.64257604,11201,3.728969153,27.23716153,19.05415402,55.18987078,3,2,NA,NA,2
2005,2005sf,Hungary,167,Uralic,HU,22.22,0,77.78,,0.31,62.64257604,11201,3.728969153,27.23716153,19.05415402,55.18987078,3,2,NA,NA,3
2007,2007f,Hungary,128,Uralic,HU,21.53,0,78.47,,0.25,77.94228004,13919,3.492055229,26.74407733,19.08567983,55.75864072,3,2,NA,0.030938945,2
2007,2007sf,Hungary,224,Uralic,HU,21.53,0,78.47,,0.25,77.94228004,13919,3.492055229,26.74407733,19.08567983,55.75864072,3,2,NA,0.030938945,3
2008,2008sf2,Hungary,6,Uralic,HU,6.96,0,93.04,10045401,0.33,79.2756977,15753,3.457101744,25.79190528,18.28618237,56.40803583,3,2,NA,0.011316976,0
2009,2009sf2,Hungary,16,Uralic,HU,0,0,100,10030975,0.41,74.39962047,13046,3.063666611,25.14862653,17.17069192,56.77299539,3,2,-0.00143608,0.012613605,0
2011,2011f,Hungary,53,Uralic,HU,69.84,0,0,9985722,0.67,86.18853793,14216,4.000382296,25.13664807,18.46163821,55.94080115,3,0,-0.004511326,0.013610574,1
2011,2011sf1,Hungary,72,Uralic,HU,69.84,0,0,9985722,0.67,86.18853793,14216,4.000382296,25.13664807,18.46163821,55.94080115,3,0,-0.004511326,0.013610574,2
2012,2012f,Hungary,19,Uralic,HU,74.69,0,0,9931925,0.74,86.10585895,12951,3.901350501,25.08346885,18.52070012,55.15364084,3,0,-0.005387392,0.013145304,0
