year,Country,Points,language,ISO,gov_right1,gov_cent1,gov_left1,Youth,CultureGoodsExport,exp_percent_gdp,gdp_per_capita,agri_percent_gdp,ind_percent_gdp,manu_percent_gdp,serv_percent_gdp,pillar_ind,politicalattitude,youth_inrate,culturegoodsexp_inrate,points_grid,
2010,Greece,133,Hellenic,GR,0,0,100,,,21.79810215,26691,2.988332844,14.90122233,7.85352646,70.33353898,3,2,NA,NA,3,
2011,Greece,120,Hellenic,GR,2.1,0,95.8,,,25.48977484,25451,3.113751654,14.3771178,7.971098837,70.14972754,3,2,NA,NA,3,
2011,Greece,133,Hellenic,GR,2.1,0,95.8,,,25.48977484,25451,3.113751654,14.3771178,7.971098837,70.14972754,3,2,NA,NA,3,
2012,Greece,64,Hellenic,GR,44.47,0,39.5,,,28.74134715,21915,3.440921113,14.80571769,7.793884658,69.95330607,3,0,NA,NA,2,
2012,Greece,116,Hellenic,GR,44.47,0,39.5,,,28.74134715,21915,3.440921113,14.80571769,7.793884658,69.95330607,3,0,NA,NA,3,
2013,Greece,152,Hellenic,GR,76.27,0,23.73,,,30.2522666,21749,3.387648533,15.08221499,7.625361751,70.16279561,3,0,NA,NA,3,
2013,Greece,121,Hellenic,GR,76.27,0,23.73,,,30.2522666,21749,3.387648533,15.08221499,7.625361751,70.16279561,3,0,NA,NA,3,
2014,Greece,35,Hellenic,GR,80,0,20,,,32.46481686,21602,3.581841268,14.11377712,7.631549282,70.60799316,3,0,NA,NA,1,
2014,Greece,74,Hellenic,GR,80,0,20,,,32.46481686,21602,3.581841268,14.11377712,7.631549282,70.60799316,3,0,NA,NA,2,
2015,Greece,23,Hellenic,GR,10.91,0,67.2,,,32.17434457,18050,3.870379016,14.51791441,8.305887075,69.9523872,3,2,NA,NA,0,
2015,Greece,81,Hellenic,GR,10.91,0,67.2,,,32.17434457,18050,3.870379016,14.51791441,8.305887075,69.9523872,3,2,NA,NA,2,
2016,Greece,44,Hellenic,GR,6.05,0,82.53,,,31.33365007,17885,3.520530984,14.55133102,8.114534183,69.1308657,3,2,NA,NA,0,
2017,Greece,77,Hellenic,GR,8.7,0,78.26,,,34.98494913,18562,3.850979302,13.76140452,8.125225365,69.65325413,3,2,NA,NA,1,
2017,Greece,115,Hellenic,GR,8.7,0,78.26,,,34.98494913,18562,3.850979302,13.76140452,8.125225365,69.65325413,3,2,NA,NA,1,
2018,Greece,81,Hellenic,GR,8.57,0,82.89,,,38.95610712,19766,3.658859466,13.2259986,7.861330865,69.79113984,3,2,NA,NA,0,
2019,Greece,71,Hellenic,GR,42.53,0,48.23,,,40.0821945,19151,3.779176807,12.88629602,7.691859608,70.04411257,3,2,NA,NA,1,
2019,Greece,183,Hellenic,GR,42.53,0,48.23,,,40.0821945,19151,3.779176807,12.88629602,7.691859608,70.04411257,3,2,NA,NA,2,
1978,Denmark,13,Germanic,DE,11.32,0,88.68,,,27.41811592,11826,4.709023463,22.77709227,15.3474262,59.82275986,3,2,NA,NA,0,
1979,Denmark,76,Germanic,DE,27.21,0,72.79,,,29.23299588,13752,3.973380656,22.04484269,15.24426147,60.35406562,3,2,NA,NA,2,
1980,Denmark,25,Germanic,DE,0,0,100,,,32.50285239,13884,4.074480055,23.28030674,16.00966572,59.13321903,3,2,NA,NA,1,
1981,Denmark,41,Germanic,DE,0,0,100,,,36.07569524,12082,4.329511733,22.15662075,15.52517532,59.97158631,3,2,NA,NA,2,
1982,Denmark,5,Germanic,DE,23.59,7.37,69.04,,,35.87365742,11804,4.652489075,22.21662983,15.25144422,60.15732161,3,2,NA,NA,0,
1983,Denmark,16,Germanic,DE,76.19,23.81,0,,,35.92132301,11858,4.031270423,22.30370578,15.53485478,60.27155943,3,0,NA,NA,0,
1984,Denmark,101,Germanic,DE,76.19,23.81,0,,,36.29270996,11563,4.653382412,22.62832639,15.99433316,59.22474392,3,0,NA,NA,3,
1985,Denmark,41,Germanic,DE,76.19,23.81,0,,,36.43113416,12253,4.219365367,22.81478508,15.90840882,59.09242953,3,0,NA,NA,1,
1986,Denmark,77,Germanic,DE,76.19,23.81,0,,,32.29913321,17201,3.877308952,22.65644238,15.63582011,58.37979755,3,0,NA,NA,2,
1987,Denmark,83,Germanic,DE,77.93,22.07,0,,,31.70378949,21341,3.451513146,22.82586645,15.06963699,59.17654021,3,0,NA,NA,3,
1988,Denmark,92,Germanic,DE,92.35,7.65,0,,,33.61571258,22527,3.16196042,22.5680297,14.75142894,59.89789222,3,0,NA,NA,3,
1989,Denmark,111,Germanic,DE,100,0,0,,,35.41995546,21901,3.501210567,22.72514958,14.78649458,60.06037117,3,0,NA,NA,3,
1990,Denmark,64,Germanic,DE,100,0,0,,,36.42315547,26891,3.287367875,22.63284099,14.86523508,60.89122394,3,0,NA,NA,2,
1991,Denmark,8,Germanic,DE,100,0,0,,,37.68247711,27011,3.029721984,22.40011367,14.64727609,61.55192539,3,0,NA,NA,0,
1992,Denmark,47,Germanic,DE,100,0,0,,,36.95438333,29570,2.791784298,22.4955692,14.77702506,61.84682805,3,0,NA,NA,2,
1993,Denmark,9,Germanic,DE,18.25,23.36,58.39,,,36.56621297,27598,2.692130741,21.62767476,14.31942623,63.07349666,3,2,NA,NA,0,
1995,Denmark,92,Germanic,DE,15,10,75,,,36.61195704,35351,2.851901647,22.09256155,14.71712153,61.63392082,3,2,NA,NA,3,
1997,Denmark,25,Germanic,DE,20.84,0,79.16,,,37.76286105,32836,2.637124679,22.45273084,14.62612149,60.76917782,3,2,NA,NA,1,
1999,Denmark,71,Germanic,DE,20,0,80,,,39.34843668,33441,1.940990842,22.63833091,14.2552354,60.73630931,3,2,NA,NA,2,
2000,Denmark,195,Germanic,DE,20,0,80,,,44.84726556,30744,2.151853226,23.65270962,14.14484978,60.34456779,3,2,NA,NA,3,
2001,Denmark,177,Germanic,DE,27.67,0,72.33,,,45.55449395,30752,2.339509415,22.8907148,14.03654837,60.88685933,3,2,NA,NA,3,
2002,Denmark,7,Germanic,DE,100,0,0,,,45.70447919,33229,1.781116432,22.65573623,13.93329255,61.47692432,3,0,NA,NA,0,
2004,Denmark,56,Germanic,DE,100,0,0,,26.61,43.92843496,46512,1.622526497,22.1296309,12.7491453,61.99291967,3,0,NA,NA,1,
2005,Denmark,125,Germanic,DE,100,0,0,,27.66,47.45212552,48800,1.145643591,22.23953194,12.03514944,61.58732253,3,0,NA,0.030938945,2,
2005,Denmark,185,Germanic,DE,100,0,0,,27.66,47.45212552,48800,1.145643591,22.23953194,12.03514944,61.58732253,3,0,NA,0.030938945,3,
2006,Denmark,26,Germanic,DE,100,0,0,,26.56,50.73004702,52027,1.165189899,22.81959381,12.06611493,60.9398965,3,0,NA,0.011316976,0,
2007,Denmark,45,Germanic,DE,100,0,0,,27.88,51.48253505,58487,1.174415576,22.16667353,11.95154943,61.4861661,3,0,NA,0.012613605,1,
2008,Denmark,60,Germanic,DE,100,0,0,82217837,29.34,54.17579741,64322,0.857790957,22.59393456,11.72278863,62.33669003,3,0,NA,0.013610574,1,
2008,Denmark,112,Germanic,DE,100,0,0,82217837,29.34,54.17579741,64322,0.857790957,22.59393456,11.72278863,62.33669003,3,0,NA,0.013610574,3,
2009,Denmark,74,Germanic,DE,100,0,0,82002356,29.76,47.12607346,58163,0.833588856,19.95019791,11.10507217,65.44256011,3,0,-0.002620855,0.013145304,2,
2009,Denmark,69,Germanic,DE,100,0,0,82002356,29.76,47.12607346,58163,0.833588856,19.95019791,11.10507217,65.44256011,3,0,-0.002620855,0.013145304,2,
2010,Denmark,149,Germanic,DE,100,0,0,81802257,31.45,50.52292764,58041,1.20190857,19.70492415,10.93388403,65.38841344,3,0,-0.002440162,0.012893306,3,
2010,Denmark,101,Germanic,DE,100,0,0,81802257,31.45,50.52292764,58041,1.20190857,19.70492415,10.93388403,65.38841344,3,0,-0.002440162,0.012893306,2,
2011,Denmark,134,Germanic,DE,81.77,0,18.23,80222065,29.04,53.82014893,61754,1.31213399,20.25469861,11.0433164,64.72815861,3,0,-0.019317218,0.01223146,3,
2011,Denmark,135,Germanic,DE,81.77,0,18.23,80222065,29.04,53.82014893,61754,1.31213399,20.25469861,11.0433164,64.72815861,3,0,-0.019317218,0.01223146,3,
2012,Denmark,21,Germanic,DE,26.09,0,73.91,80327900,29.04,54.63049402,58508,1.65472753,20.39791732,11.43404439,64.28426581,3,2,0.001319275,0.0117382,0,
2012,Denmark,63,Germanic,DE,26.09,0,73.91,80327900,29.04,54.63049402,58508,1.65472753,20.39791732,11.43404439,64.28426581,3,2,0.001319275,0.0117382,1,
2013,Denmark,281,Germanic,DE,26.56,0,73.44,80523746,27.5,54.82881899,61191,1.302127587,20.06180735,11.77968841,65.15086467,3,2,0.002438082,0.010750241,3,
2013,Denmark,167,Germanic,DE,26.56,0,73.44,80523746,27.5,54.82881899,61191,1.302127587,20.06180735,11.77968841,65.15086467,3,2,0.002438082,0.010750241,3,
2014,Denmark,74,Germanic,DE,32.64,0,67.36,80767463,26.65,54.61313944,62549,1.382462598,19.78499589,11.86020064,65.59860768,3,2,0.003026648,0.008981057,2,
2015,Denmark,33,Germanic,DE,65.86,0,34.14,81197537,27.9,55.4181744,53255,0.957580201,19.98745459,12.40344481,65.83381243,3,0,0.005324842,0.008423043,1,
2016,Denmark,34,Germanic,DE,100,0,0,82175684,26.13,53.42598052,54664,0.961160974,20.66861683,12.93418569,65.14936431,3,0,0.012046511,,0,
2017,Denmark,77,Germanic,DE,100,0,0,82521653,25.78,55.07737678,57610,1.30480036,20.74323784,13.00935793,64.90632144,3,0,0.004210114,,1,
2017,Denmark,101,Germanic,DE,100,0,0,82521653,25.78,55.07737678,57610,1.30480036,20.74323784,13.00935793,64.90632144,3,0,0.004210114,,1,
2018,Denmark,226,Germanic,DE,100,0,0,82792351,25.84,56.29390801,61599,1.03723876,21.06220897,12.8223285,64.69055737,3,0,0.003280327,,2,
2018,Denmark,204,Germanic,DE,100,0,0,82792351,25.84,56.29390801,61599,1.03723876,21.06220897,12.8223285,64.69055737,3,0,0.003280327,,2,
2019,Denmark,114,Germanic,DE,48.49,0,51.51,83019213,23.62,58.32126051,60213,1.328104617,21.11962893,13.22241359,64.81805169,3,2,0.002740132,,2,
2019,Denmark,90,Germanic,DE,48.49,0,51.51,83019213,23.62,58.32126051,60213,1.328104617,21.11962893,13.22241359,64.81805169,3,2,0.002740132,,1,
1980,Morocco,7,Afro-Asiatic,MO,,,,,,19.33593407,1079,15.12214362,28.75954622,17.96419696,46.7260712,3,NA,NA,NA,0,
1981,Cyprus,69,Hellenic,CY,9.09,0,0,,,50.25114334,4033,9.25799218,32.4086717,17.60273646,,1,0,NA,NA,3,
1982,Cyprus,85,Hellenic,CY,47.35,0,0,,,50.92204212,4123,9.269194977,30.86154572,17.02605426,,1,0,NA,NA,2,
1983,Cyprus,26,Hellenic,CY,61.12,0,0,,,50.4090765,4091,7.900060927,30.08709394,16.53030612,,1,0,NA,NA,1,
1984,Cyprus,31,Hellenic,CY,54.55,0,0,,,54.65829107,4259,8.942722755,29.02646848,16.09092043,,1,0,NA,NA,0,
1985,Cyprus,15,Hellenic,CY,66.47,0,0,,,48.73835987,4488,7.488869054,28.49143049,15.64566198,,1,0,NA,NA,0,
1986,Cyprus,4,Hellenic,CY,66.67,0,0,,,45.03716594,5643,7.327126823,27.59073228,15.02279823,,1,0,NA,NA,0,
1987,Cyprus,80,Hellenic,CY,66.67,0,0,,,47.28682326,6691,7.431750415,27.49691105,15.37467696,,1,0,NA,NA,3,
1989,Cyprus,51,Hellenic,CY,0,0,0,,,51.45996668,8039,6.929860066,26.57627461,14.69715022,,1,0,NA,NA,2,
1990,Cyprus,36,Hellenic,CY,0,0,0,,,51.50056472,9642,6.859176782,25.92636036,14.15659113,,1,0,NA,NA,1,
1991,Cyprus,60,Hellenic,CY,0,0,0,,,47.08565081,9696,6.191348558,26.73944834,14.19972266,,1,0,NA,NA,2,
1992,Cyprus,57,Hellenic,CY,0,0,0,,,49.45696026,11310,5.723677562,25.55996004,13.43581737,,1,0,NA,NA,2,
1993,Cyprus,17,Hellenic,CY,70.78,0,0,,,47.49137428,10526,5.612727121,24.68012382,12.77368959,,1,0,NA,NA,1,
1994,Cyprus,51,Hellenic,CY,83.33,0,0,,,47.68948392,11618,5.067521817,23.22568329,12.14835445,,1,0,NA,NA,2,
1995,Cyprus,79,Hellenic,CY,89,0,0,,,66.76331985,15261,4.776114854,20.05901818,9.537174316,66.42987417,3,0,NA,NA,2,
1996,Cyprus,72,Hellenic,CY,91.67,0,0,,,70.20764086,15139,4.57821976,20.14162794,9.408272374,66.98514531,3,0,NA,NA,2,
1997,Cyprus,98,Hellenic,CY,91.67,0,0,,,69.18559249,14234,3.920349553,19.65430683,9.301222425,68.66508938,3,0,NA,NA,3,
1998,Cyprus,37,Hellenic,CY,84.66,0,14.02,,,68.69748906,15093,4.334543297,19.23676276,8.933761953,69.30048396,3,0,NA,NA,2,
1999,Cyprus,2,Hellenic,CY,99.82,0,0.18,,,66.92645712,15288,3.898942831,18.48816444,8.630085143,70.23380935,3,0,NA,NA,0,
2000,Cyprus,8,Hellenic,CY,100,0,0,,,69.96284373,14388,3.647264681,17.68603455,8.14938696,69.78230541,3,0,NA,NA,0,
2002,Cyprus,85,Hellenic,CY,100,0,0,,,62.40531203,16093,3.788259648,17.93016221,7.733646026,68.40369361,3,0,NA,NA,3,
2003,Cyprus,15,Hellenic,CY,43.93,0,42.05,,,57.76214593,20252,3.352910421,18.01295541,7.340458229,67.35606862,3,0,NA,NA,0,
2004,Cyprus,170,Hellenic,CY,28.12,0,50,,0.05,56.88979898,23793,3.083316771,18.06745916,7.209166682,66.82377049,3,2,NA,NA,3,
2004,Cyprus,149,Hellenic,CY,28.12,0,50,,0.05,56.88979898,23793,3.083316771,18.06745916,7.209166682,66.82377049,3,2,NA,NA,3,
2005,Cyprus,46,Hellenic,CY,25,0,42.37,,0.07,55.69211026,24959,2.738528,17.89112301,6.802585239,66.73697062,3,2,NA,0.030938945,0,
2006,Cyprus,57,Hellenic,CY,42.78,0,41.67,,0.05,53.43572738,26729,2.27597244,17.83012994,6.131199352,66.99292463,3,0,NA,0.011316976,1,
2007,Cyprus,65,Hellenic,CY,36.58,0,30.09,,0.05,53.25889801,31245,2.02354111,18.19710261,5.742788814,66.09960187,3,0,NA,0.012613605,1,
2008,Cyprus,36,Hellenic,CY,29.03,0,51.62,776333,0.04,50.08160098,35397,2.093313391,17.89658538,5.475393033,66.36933933,3,2,NA,0.013610574,1,
2009,Cyprus,32,Hellenic,CY,25,0,58.33,796930,0.04,48.72214083,32109,1.988820322,15.95445968,5.378267658,69.97691574,3,2,0.026531141,0.013145304,0,
2010,Cyprus,27,Hellenic,CY,25,0,45.78,819140,0.04,50.37974806,31024,2.063078498,14.49575873,5.055359683,71.58814329,3,2,0.027869449,0.012893306,0,
2010,Cyprus,67,Hellenic,CY,25,0,45.78,819140,0.04,50.37974806,31024,2.063078498,14.49575873,5.055359683,71.58814329,3,2,0.027869449,0.012893306,1,
2011,Cyprus,16,Hellenic,CY,14.79,0,43.38,839751,0.05,53.49515905,32396,2.151281574,12.76164616,4.602658593,73.93246277,3,2,0.025161755,0.01223146,0,
2012,Cyprus,65,Hellenic,CY,0,0,33.42,862011,0.05,55.31225938,28912,2.006895095,11.7729348,4.192877682,74.89596223,3,2,0.026507858,0.0117382,2,
2012,Cyprus,91,Hellenic,CY,0,0,33.42,862011,0.05,55.31225938,28912,2.006895095,11.7729348,4.192877682,74.89596223,3,2,0.026507858,0.0117382,2,
2013,Cyprus,11,Hellenic,CY,83.33,0,3.97,865878,0.1,61.36031258,27729,2.041470818,10.76026424,3.886970173,76.06984775,3,0,0.004486022,0.010750241,0,
2015,Cyprus,11,Hellenic,CY,75,0,0,847008,0.01,70.1016984,23408,1.874271799,10.20230476,4.260192053,75.45816337,3,0,-0.021792908,0.008981057,0,
2015,Cyprus,87,Hellenic,CY,75,0,0,847008,0.01,70.1016984,23408,1.874271799,10.20230476,4.260192053,75.45816337,3,0,-0.021792908,0.008981057,2,
2016,Cyprus,96,Hellenic,CY,68.67,0,0,848319,0.01,70.5392581,24606,2.15332917,10.86109183,4.575214984,74.47941661,3,0,0.001547801,0.008423043,1,
2016,Cyprus,164,Hellenic,CY,68.67,0,0,848319,0.01,70.5392581,24606,2.15332917,10.86109183,4.575214984,74.47941661,3,0,0.001547801,0.008423043,2,
2017,Cyprus,68,Hellenic,CY,66.67,0,0,854802,0.01,73.49786584,26444,1.840274944,11.26002578,4.840288761,74.11639854,3,0,0.007642172,,0,
2017,Cyprus,164,Hellenic,CY,66.67,0,0,854802,0.01,73.49786584,26444,1.840274944,11.26002578,4.840288761,74.11639854,3,0,0.007642172,,2,
2018,Cyprus,436,Hellenic,CY,52.69,0,0,864236,0.02,75.22979044,29089,1.708412431,11.96151855,5.293422272,73.34494382,3,0,0.011036474,,3,
2018,Cyprus,262,Hellenic,CY,52.69,0,0,864236,0.02,75.22979044,29089,1.708412431,11.96151855,5.293422272,73.34494382,3,0,0.011036474,,3,
2019,Cyprus,97,Hellenic,CY,45.8,0,0,875899,0.02,71.87418675,28288,1.735890878,12.70799121,5.380490869,72.76547315,3,0,0.013495156,,1,
2019,Cyprus,143,Hellenic,CY,45.8,0,0,875899,0.02,71.87418675,28288,1.735890878,12.70799121,5.380490869,72.76547315,3,0,0.013495156,,2,
1986,Iceland,19,Germanic,IC,60,40,0,,,38.01574362,16406,,,,,NA,0,NA,NA,1,
1987,Iceland,28,Germanic,IC,48.54,38.24,13.23,,,33.77217304,22453,,,,,NA,0,NA,NA,1,
1988,Iceland,20,Germanic,IC,27.02,35.59,37.39,,,31.28933376,24452,,,,,NA,2,NA,NA,1,
1989,Iceland,0,Germanic,IC,4.73,31.76,63.51,,,33.0329252,22434,,,,,NA,2,NA,NA,0,
1990,Iceland,124,Germanic,IC,18.18,27.27,54.55,,,33.14640224,25385,,,,,NA,2,NA,NA,3,
1991,Iceland,26,Germanic,IC,39.63,8.89,51.48,,,30.83724789,26803,,,,,NA,2,NA,NA,1,
1992,Iceland,80,Germanic,IC,50,0,50,,,29.85017431,27124,,,,,NA,0,NA,NA,2,
1993,Iceland,42,Germanic,IC,50,0,50,,,32.28720391,23580,,,,,NA,0,NA,NA,2,
1994,Iceland,49,Germanic,IC,52.91,0,47.09,,,35.23647694,24019,,,,,NA,0,NA,NA,2,
1995,Iceland,31,Germanic,IC,51.7,34.66,13.64,,,34.99902717,26634,8.787497877,21.91605861,12.22481162,51.26395009,3,0,NA,NA,1,
1996,Iceland,51,Germanic,IC,50,50,0,,,35.79892333,27615,8.580028765,21.31528665,12.1708124,51.71040624,3,0,NA,NA,2,
1997,Iceland,18,Germanic,IC,50,50,0,,,35.53424362,27919,8.04596029,25.6154931,14.09339728,52.78697868,3,0,NA,NA,0,
1999,Iceland,146,Germanic,IC,50,50,0,,,32.4569602,32382,7.629669263,22.93694404,11.97280258,55.54315597,3,0,NA,NA,3,
2000,Iceland,45,Germanic,IC,50,50,0,,,32.12990635,32096,7.003820945,23.06832032,11.67155752,56.90133023,3,0,NA,NA,1,
2001,Iceland,3,Germanic,IC,50,50,0,,,36.94081098,28897,7.482601239,24.66294283,13.42423891,56.80129648,3,0,NA,NA,0,
2003,Iceland,81,Germanic,IC,50,50,0,,,32.62214303,39477,6.444778036,21.41921104,11.06349531,60.23871771,3,0,NA,NA,2,
2004,Iceland,16,Germanic,IC,52.46,47.54,0,,,32.40997895,47335,5.316503668,21.80771403,10.59358426,60.18602579,3,0,NA,NA,0,
2005,Iceland,52,Germanic,IC,58.33,41.67,0,,,30.3583868,56795,4.751434902,20.88759999,8.755198458,60.4697,3,0,NA,NA,1,
2006,Iceland,62,Germanic,IC,53.77,46.23,0,,,30.40556197,57493,4.778219125,22.2440977,9.131339714,58.94628486,3,0,NA,NA,1,
2007,Iceland,77,Germanic,IC,50,19.59,30.41,,,32.84010136,69496,4.159374756,20.13598753,7.914447268,62.71254736,3,0,NA,NA,2,
2008,Iceland,64,Germanic,IC,50,0,50,,,40.3004024,56943,4.796494867,23.00532433,10.98818332,61.47821669,3,0,NA,NA,1,
2008,Iceland,68,Germanic,IC,50,0,50,,,40.3004024,56943,4.796494867,23.00532433,10.98818332,61.47821669,3,0,NA,NA,2,
2009,Iceland,218,Germanic,IC,4.25,0,79.61,,,48.71980508,41301,5.659819161,19.6829301,11.00111437,65.15401277,3,2,NA,NA,3,
2009,Iceland,174,Germanic,IC,4.25,0,79.61,,,48.71980508,41301,5.659819161,19.6829301,11.00111437,65.15401277,3,2,NA,NA,3,
2010,Iceland,41,Germanic,IC,0,0,88.86,,,51.74623384,43237,6.292607936,22.04879569,12.97084249,61.88539565,3,2,NA,NA,0,
2010,Iceland,123,Germanic,IC,0,0,88.86,,,51.74623384,43237,6.292607936,22.04879569,12.97084249,61.88539565,3,2,NA,NA,3,
2011,Iceland,61,Germanic,IC,0,0,100,,,54.54553626,47715,6.600426614,22.36585365,13.21706896,61.09301741,3,2,NA,NA,1,
2011,Iceland,100,Germanic,IC,0,0,100,,,54.54553626,47715,6.600426614,22.36585365,13.21706896,61.09301741,3,2,NA,NA,2,
2012,Iceland,46,Germanic,IC,0,0,100,,,54.92605472,45996,6.5610505,21.09271709,11.73561763,62.01159835,3,2,NA,NA,1,
2012,Iceland,75,Germanic,IC,0,0,100,,,54.92605472,45996,6.5610505,21.09271709,11.73561763,62.01159835,3,2,NA,NA,2,
2013,Iceland,47,Germanic,IC,33.94,27.15,38.9,,,53.24775151,49805,5.855934692,21.14002897,11.67766186,62.91458283,3,2,NA,NA,1,
2013,Iceland,72,Germanic,IC,33.94,27.15,38.9,,,53.24775151,49805,5.855934692,21.14002897,11.67766186,62.91458283,3,2,NA,NA,2,
2014,Iceland,58,Germanic,IC,55.54,44.46,0,,,51.51909795,54577,5.277768299,20.79145227,11.46122241,63.76770643,3,0,NA,NA,1,
2014,Iceland,61,Germanic,IC,55.54,44.46,0,,,51.51909795,54577,5.277768299,20.79145227,11.46122241,63.76770643,3,0,NA,NA,1,
2015,Iceland,14,Germanic,IC,50,50,0,,,51.65172145,52952,5.31069137,20.23634735,10.69672795,64.36635205,3,0,NA,NA,0,
2016,Iceland,51,Germanic,IC,50,50,0,,,47.48403629,61988,4.581112806,19.58207278,9.314282206,65.52500286,3,0,NA,NA,0,
2017,Iceland,60,Germanic,IC,93.85,3.76,2.39,,,45.73224001,72010,3.782246457,19.51523979,8.893981511,65.60516652,3,0,NA,NA,0,
2018,Iceland,15,Germanic,IC,45.45,27.27,27.27,,,46.71483876,74348,3.901265804,19.60583877,8.567329124,65.7016811,3,0,NA,NA,0,
2019,Iceland,231,Germanic,IC,45.45,27.27,27.27,,,44.35768426,68883,4.409501358,19.79972714,8.597281513,65.89948829,3,0,NA,NA,3,
2019,Iceland,218,Germanic,IC,45.45,27.27,27.27,,,44.35768426,68883,4.409501358,19.79972714,8.597281513,65.89948829,3,0,NA,NA,2,
1993,Bosnia and Herzegovina,27,Balto-Slavic,,,,,,,,,,,,,NA,NA,NA,NA,1,
1994,Bosnia and Herzegovina,39,Balto-Slavic,,,,,,,15.44828942,319,35.85332285,25.85528903,11.50560362,38.29138812,3,NA,NA,NA,1,
1995,Bosnia and Herzegovina,14,Balto-Slavic,,,,,,,20.41173902,487,20.69999851,25.69999907,11.43649852,53.60000242,3,NA,NA,NA,0,
1996,Bosnia and Herzegovina,13,Balto-Slavic,,,,,,,23.61770625,740,20.70000031,25.69999912,11.43649964,35.7000015,3,NA,NA,NA,0,
1997,Bosnia and Herzegovina,22,Balto-Slavic,,,,,,,27.8336349,983,17.51804573,25.21762374,11.22184186,39.36432995,3,NA,NA,NA,1,
1999,Bosnia and Herzegovina,86,Balto-Slavic,,,,,,,27.64394678,1252,13.26299203,24.3568469,10.7000739,44.48688982,3,NA,NA,NA,2,
2001,Bosnia and Herzegovina,29,Balto-Slavic,,,,,,,28.39251174,1531,8.867656188,19.06636689,8.543605253,54.46943096,3,NA,NA,NA,1,
2002,Bosnia and Herzegovina,33,Balto-Slavic,,,,,,,24.34785182,1769,8.274292743,17.78097822,8.407271543,55.95649374,3,NA,NA,NA,2,
2003,Bosnia and Herzegovina,27,Balto-Slavic,,,,,,,30.28986625,2225,7.341323681,19.16008962,8.688514305,55.40077215,3,NA,NA,NA,1,
2004,Bosnia and Herzegovina,91,Balto-Slavic,,,,,,,27.81109309,2815,8.869999827,20.53999982,9.380000292,55.15999977,3,NA,NA,NA,2,
2004,Bosnia and Herzegovina,133,Balto-Slavic,,,,,,,27.81109309,2815,8.869999827,20.53999982,9.380000292,55.15999977,3,NA,NA,NA,2,
2005,Bosnia and Herzegovina,79,Balto-Slavic,,,,,,,31.63112051,2981,8.297370379,21.43284047,9.942766538,54.63792508,3,NA,NA,NA,1,
2006,Bosnia and Herzegovina,229,Balto-Slavic,,,,,,,35.02181135,3417,8.054288694,21.03008319,10.01778662,52.5945302,3,NA,NA,NA,3,
2006,Bosnia and Herzegovina,267,Balto-Slavic,,,,,,,35.02181135,3417,8.054288694,21.03008319,10.01778662,52.5945302,3,NA,NA,NA,3,
2007,Bosnia and Herzegovina,106,Balto-Slavic,,,,,,,27.10155319,4193,7.704953273,21.77244412,10.81107523,52.54003052,3,NA,NA,NA,2,
2008,Bosnia and Herzegovina,110,Balto-Slavic,,,,,,,26.84806772,5091,7.20726994,23.2014085,11.01227971,53.65131843,3,NA,NA,NA,2,
2008,Bosnia and Herzegovina,72,Balto-Slavic,,,,,,,26.84806772,5091,7.20726994,23.2014085,11.01227971,53.65131843,3,NA,NA,NA,2,
2009,Bosnia and Herzegovina,106,Balto-Slavic,,,,,,,25.00937959,4715,7.076599733,22.90764529,10.4775406,55.64013901,3,NA,NA,NA,3,
2009,Bosnia and Herzegovina,125,Balto-Slavic,,,,,,,25.00937959,4715,7.076599733,22.90764529,10.4775406,55.64013901,3,NA,NA,NA,3,
2010,Bosnia and Herzegovina,51,Balto-Slavic,,,,,,,29.69554093,4636,6.796760081,22.45400573,10.88480629,55.50866584,3,NA,NA,NA,1,
2010,Bosnia and Herzegovina,59,Balto-Slavic,,,,,,,29.69554093,4636,6.796760081,22.45400573,10.88480629,55.50866584,3,NA,NA,NA,1,
2011,Bosnia and Herzegovina,125,Balto-Slavic,,,,,,,32.03597295,5093,6.757745777,22.19325933,10.91601311,55.81473358,3,NA,NA,NA,3,
2011,Bosnia and Herzegovina,109,Balto-Slavic,,,,,,,32.03597295,5093,6.757745777,22.19325933,10.91601311,55.81473358,3,NA,NA,NA,3,
2012,Bosnia and Herzegovina,55,Balto-Slavic,,,,,,,32.35054272,4779,6.13767227,21.62319989,10.54511147,56.7861636,3,NA,NA,NA,1,
2012,Bosnia and Herzegovina,77,Balto-Slavic,,,,,,,32.35054272,4779,6.13767227,21.62319989,10.54511147,56.7861636,3,NA,NA,NA,2,
2016,Bosnia and Herzegovina,104,Balto-Slavic,,,,,,,36.34176641,4995,6.369381022,23.2461479,12.36923522,55.4138045,3,NA,NA,NA,1,
1993,Croatia,31,Balto-Slavic,HR,,,,,,,,,,,,NA,NA,NA,NA,1,
1994,Croatia,27,Balto-Slavic,HR,,,,,,,,,,,,NA,NA,NA,NA,1,
1995,Croatia,91,Balto-Slavic,HR,,,,,,27.43193391,4878,5.67744332,26.64428108,18.44534816,50.19830604,3,NA,NA,NA,3,
1996,Croatia,98,Balto-Slavic,HR,,,,,,30.51270636,5233,5.630095463,25.63261692,16.57049672,52.30166432,3,NA,NA,NA,3,
1997,Croatia,24,Balto-Slavic,HR,,,,,,31.25700218,5263,5.277512197,26.74542936,16.92614254,51.89969476,3,NA,NA,NA,1,
